DrugBank ID,drug_name,PX,ST_VIRUS,cleaned_smiles,scaffolds,clusters
,,9.89279,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4ccc5[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)nc3)cc2)[nH]1)C(C)C,c1cc(-c2cnc(C3CCCN3)[nH]2)ccc1-c1ccc(-c2ccc3[nH]c(C4CCCN4)nc3c2)nc1,-1
,,9.89,Dengue virus,COc1cc(N[C@H](C(=O)N2CCc3ccc(OC(F)(F)F)cc32)c2ccc(Cl)cc2)cc(OC[C@@H]2C[C@H]2C(=O)O)c1,O=C(C(Nc1cccc(OCC2CC2)c1)c1ccccc1)N1CCc2ccccc21,212
,,9.89,Dengue virus,COc1cc(NC(C(=O)N2CCc3cc(F)c(OC(F)(F)F)cc32)c2ccc(Cl)cc2OCCCC(=O)O)cc(-n2cncn2)c1,O=C(C(Nc1cccc(-n2cncn2)c1)c1ccccc1)N1CCc2ccccc21,209
,,9.89,Dengue virus,COc1cc(NC(C(=O)c2c[nH]c3cc(OC)c(C)cc23)c2ccc(Cl)cc2OCCO)cc(S(C)(=O)=O)c1,O=C(c1c[nH]c2ccccc12)C(Nc1ccccc1)c1ccccc1,201
,,9.89,Dengue virus,COc1cc(NC(C(=O)c2c[nH]c3c(C)c(F)ccc23)c2ccc(Cl)cc2OCCO)cc(S(C)(=O)=O)c1,O=C(c1c[nH]c2ccccc12)C(Nc1ccccc1)c1ccccc1,201
,,9.89,Dengue virus,COc1cc(NC(C(=O)N2CCc3ccc(C(F)(F)F)cc32)c2ccc(Cl)cc2OCCCC(=O)O)cc(S(C)(=O)=O)c1,O=C(C(Nc1ccccc1)c1ccccc1)N1CCc2ccccc21,-1
,,9.88606,Hepatitis C virus,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(C(=O)Nc4ccc(CN5CCS(=O)(=O)CC5)cc4)cc3)cc2)[nH]1,O=C(Nc1ccc(CN2CCS(=O)(=O)CC2)cc1)c1ccc(-c2ccc(-c3cnc(C4CCCN4)[nH]3)cc2)cc1,213
,,9.88606,Hepatitis C virus,COc1ccc2nc(C)c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)nc2c1,O=C(NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(Oc3cnc4ccccc4n3)CN2C1=O)OC1CCCC1,202
,RG-7834,9.88606,Hepatitis B virus,COCCCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1[C@H](C(C)C)C2,O=c1ccn2c(c1)-c1ccccc1CC2,7
,Zanamivir,9.88606,Influenza A virus,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,C1=COCCC1,6
,Entecavir,9.88606,Hepatitis B virus,C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO,C=C1CCCC1n1cnc2c(=O)[nH]cnc21,-1
,Pimodivir,9.88606,Influenza A virus,O=C(O)[C@H]1[C@H]2CC[C@H](CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,c1cnc2[nH]cc(-c3nccc(NC4CC5CCC4CC5)n3)c2c1,-1
,,9.88606,Hepatitis C virus,CCN(CC)[C@@H](C(=O)N1[C@H](c2ncc(-c3ccc(-c4ccc(-c5cnc([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)cc4)cc3)[nH]2)[C@H]2CC[C@@H]1C2)c1ccccc1,O=C(Cc1ccccc1)N1C2CCC(C2)C1c1ncc(-c2ccc(-c3ccc(-c4cnc(C5NC6CCC5C6)[nH]4)cc3)cc2)[nH]1,-1
,,9.88606,Hepatitis C virus,Cc1ccn2c(=O)c3cc(C(=O)N[C@@H](C)c4ccccc4)c(=N)n(Cc4ccccc4)c3nc2c1,N=c1c(C(=O)NCc2ccccc2)cc2c(=O)n3ccccc3nc2n1Cc1ccccc1,-1
,,9.88606,Hepatitis C virus,COC(=O)N[C@H]1CCC(=O)N2CCC[C@@H](c3ncc(-c4ccc(-c5cnc6cc(-c7cnc([C@@H]8CCCN8C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]7)ccc6n5)cc4)[nH]3)N2C1=O,O=C1CCCC(=O)N2C(c3ncc(-c4ccc(-c5cnc6cc(-c7cnc(C8CCCN8)[nH]7)ccc6n5)cc4)[nH]3)CCCN12,-1
,,9.88606,Hepatitis C virus,O=C(Nc1ccc(C#Cc2ccc(NC(=O)[C@@H]3CCCN3C(=O)C(c3ccccc3)N3CCC(O)CC3)cc2)cc1)[C@@H]1CCCN1C(=O)C(c1ccccc1)N1CCC(O)CC1,O=C(Nc1ccc(C#Cc2ccc(NC(=O)C3CCCN3C(=O)C(c3ccccc3)N3CCCCC3)cc2)cc1)C1CCCN1C(=O)C(c1ccccc1)N1CCCCC1,-1
,,9.88606,Hepatitis C virus,O=C(Nc1ccc(C#Cc2ccc(NC(=O)[C@@H]3CCCN3C(=O)C(c3ccccc3)N3CC[C@H](O)C3)cc2)cc1)[C@@H]1CCCN1C(=O)C(c1ccccc1)N1CC[C@H](O)C1,O=C(Nc1ccc(C#Cc2ccc(NC(=O)C3CCCN3C(=O)C(c3ccccc3)N3CCCC3)cc2)cc1)C1CCCN1C(=O)C(c1ccccc1)N1CCCC1,-1
,BTA-188,9.87,Rhinovirus,CCO/N=C/c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,c1ccc(OCCC2CCN(c3cccnn3)CC2)cc1,-1
,,9.85387,Hepatitis C virus,COC(=O)NC(C(=O)N1C[Si](C)(C)C[C@H]1c1nc2ccc3cc(-c4ccc(-c5cnc([C@@H]6C[C@H]7C[C@H]7N6C(=O)C(NC(=O)OC)C6CCOCC6)[nH]5)cc4)ccc3c2[nH]1)C1CCOCC1,O=C(CC1CCOCC1)N1C[SiH2]CC1c1nc2ccc3cc(-c4ccc(-c5cnc(C6CC7CC7N6C(=O)CC6CCOCC6)[nH]5)cc4)ccc3c2[nH]1,216
,,9.85387,Hepatitis C virus,CCCc1ccc(C2Oc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc(F)c3-c3cc4cc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)ccc4n32)s1,c1csc(C2Oc3cc(-c4cnc(C5CCCN5)[nH]4)ccc3-c3cc4cc(-c5cnc(C6CCCN6)[nH]5)ccc4n32)c1,215
,,9.85387,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1[C@@H](C)CC[C@H]1c1ncc(-c2ccc3c(c2)COc2cc4c(ccc5nc([C@@H]6CC[C@H](C)N6C(=O)[C@@H](NC(=O)OC)C6C[C@@H](C)O[C@H](C)C6)[nH]c54)cc2-3)[nH]1)C(C)C,O=C(CC1CCOCC1)N1CCCC1c1nc2ccc3cc4c(cc3c2[nH]1)OCc1cc(-c2cnc(C3CCCN3)[nH]2)ccc1-4,214
DB11575,Grazoprevir hydrate,9.85387,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,O=C1NCC(=O)N2CC(CC2C(=O)NC2(C(=O)NS(=O)(=O)C3CC3)CC2)Oc2nc3ccccc3nc2CCCCCC2CC2O1,9
,BI-1388,9.85387,Hepatitis C virus,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)c5ccn(C)n5)C(=O)N4C3)cc(OC(C)C)nc2c1C,O=C(NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(Oc3ccnc4ccccc34)CN2C1=O)c1cc[nH]n1,8
,,9.85387,Hepatitis C virus,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)c5ccn(C(F)F)n5)C(=O)N4C3)cc(OC(C)C)nc2c1C,O=C(NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(Oc3ccnc4ccccc34)CN2C1=O)c1cc[nH]n1,8
,Bulevirtide,9.85387,Hepatitis B virus,CCCCCCCCCCCCCC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)NCC(=O)O)C(C)C)C(C)C)[C@@H](C)O,O=C(CNC(=O)CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1cnc[nH]1)NC(=O)CNC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N1CCCC1,-1
,,9.85387,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2cc(F)c3c(c2)OC(c2cnns2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,c1cc2c(cc1-c1cnc(C3CCCN3)[nH]1)OC(c1cnns1)n1c-2cc2cc(-c3cnc(C4CCCN4)[nH]3)ccc21,-1
,,9.85387,Influenza A virus,O=C(O)[C@H]1[C@H]2CC[C@H](CC2)[C@@H]1Nc1cc(-c2ccccc2)nc(-c2n[nH]c3ncc(Cl)cc23)n1,c1ccc(-c2cc(NC3CC4CCC3CC4)nc(-c3n[nH]c4ncccc34)n2)cc1,-1
,,9.85387,Hepatitis C virus,CCN(CC)[C@@H](C(=O)N1CCC[C@H]1c1nc(/C=C/c2ccc(/C=C/c3cnc([C@@H]4CCCN4C(=O)[C@@H](c4ccccc4)N(CC)CC)[nH]3)cc2)c[nH]1)c1ccccc1,O=C(Cc1ccccc1)N1CCCC1c1nc(C=Cc2ccc(C=Cc3cnc(C4CCCN4C(=O)Cc4ccccc4)[nH]3)cc2)c[nH]1,-1
,,9.85387,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@H](CSC(C)(C)C)NC(=O)OC)[nH]4)cc3)cc2)[nH]1)C(C)C,c1cc(-c2cnc(C3CCCN3)[nH]2)ccc1-c1ccc(-c2cnc(C3CCCN3)[nH]2)cc1,-1
,,9.85387,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4ccc5[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)cc3)cc2)[nH]1)C(C)C,c1cc(-c2ccc3[nH]c(C4CCCN4)nc3c2)ccc1-c1ccc(-c2cnc(C3CCCN3)[nH]2)cc1,-1
,,9.85,Dengue virus,COc1cc(N[C@H](C(=O)N2CCc3ccc(OC(F)(F)F)cc32)c2ccc(Cl)cc2OC)cc(OC[C@@H]2C[C@H]2C(=O)O)c1,O=C(C(Nc1cccc(OCC2CC2)c1)c1ccccc1)N1CCc2ccccc21,212
DB00877,Sirolimus,9.85,Cytomegalovirus,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,O=C1CCC=CCC(=O)CC(CCC2CCCCC2)OC(=O)C2CCCCN2C(=O)C(=O)C2CCCC(CCC=CC=CC=CCCC1)O2,11
DB11998,Sorivudine,9.85,Varicella zoster virus,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br,O=c1ccn(C2CCCO2)c(=O)[nH]1,10
DB12070,Letermovir,9.85,Cytomegalovirus,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,c1ccc(N2CCN(C3=Nc4ccccc4CN3c3ccccc3)CC2)cc1,-1
,,9.83863,Hepatitis C virus,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N1[C@@H](C)CC[C@H]1c1ncc(-c2ccc3c(c2)COc2cc4c(ccc5nc([C@@H]6CC[C@H](C)N6C(=O)[C@@H](NC(=O)OC)C6C[C@@H](C)O[C@H](C)C6)[nH]c54)cc2-3)[nH]1,O=C(CC1CCOCC1)N1CCCC1c1nc2ccc3cc4c(cc3c2[nH]1)OCc1cc(-c2cnc(C3CCCN3)[nH]2)ccc1-4,214
DB06174,Noscapine,9.83822,Influenza B virus,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,O=C1OC(C2NCCc3cc4c(cc32)OCO4)c2ccccc21,-1
,PA-6032,9.8318,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)O[C@@H](c1cc(F)c(F)c(F)c1)n1c-2cc2cc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)ccc21)C(C)C,O=C(Nc1ccc2c(c1)OC(c1ccccc1)n1c-2cc2cc(NC(=O)C3CCCN3)ccc21)C1CCCN1,12
,,9.82391,Hepatitis B virus,COC1CCN(c2cc(F)nc(N3CCc4nc(-c5ncccn5)ncc4C3C)c2)C1,c1cnc(-c2ncc3c(n2)CCN(c2cc(N4CCCC4)ccn2)C3)nc1,220
,,9.82391,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)C(F)(F)C(F)(F)c2cc(-c4cnc([C@@H]5CC6(CN5C(=O)[C@@H](NC(=O)OC)C(C)C)OCCO6)[nH]4)ccc2-3)[nH]1)C(C)C,c1cc2c(cc1-c1cnc(C3CCCN3)[nH]1)CCc1cc(-c3cnc(C4CC5(CN4)OCCO5)[nH]3)ccc1-2,219
,,9.82391,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1[C@H](c2ncc(-c3ccc(-c4ccc(-c5cnc([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]5)cc4)cc3)[nH]2)[C@H]2CC[C@@H]1C2)C(C)C,c1cc(-c2cnc(C3NC4CCC3C4)[nH]2)ccc1-c1ccc(-c2cnc(C3NC4CCC3C4)[nH]2)cc1,218
,,9.82391,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2cc(F)c3c(c2)OC(c2ccccc2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,c1ccc(C2Oc3cc(-c4cnc(C5CCCN5)[nH]4)ccc3-c3cc4cc(-c5cnc(C6CCCN6)[nH]5)ccc4n32)cc1,217
,,9.82391,Hepatitis C virus,COc1ccc2nc(Cl)c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)nc2c1,O=C(NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(Oc3cnc4ccccc4n3)CN2C1=O)OC1CCCC1,202
,,9.82391,Hepatitis C virus,COc1ccc2nc(Cl)c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)nc2c1,O=C(NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(Oc3cnc4ccccc4n3)CN2C1=O)OC1CCCC1,202
,,9.82391,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1C[C@H](F)C[C@H]1c1ncc(-c2ccc(-c3ccc4c(ccc5nc([C@@H]6C[Si](C)(C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c54)c3)cc2)[nH]1)C(C)C,c1cc(-c2cnc(C3CCCN3)[nH]2)ccc1-c1ccc2c(ccc3nc(C4C[SiH2]CN4)[nH]c32)c1,22
DB11779,Danoprevir,9.82391,Hepatitis C virus,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,O=C1NC2(C(=O)NS(=O)(=O)C3CC3)CC2C=CCCCCCCC(=O)N2CC(OC(=O)N3Cc4ccccc4C3)CC12,13
,KW-810,9.82391,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)C5(C)COC5)n4)cc3)cc2)c[nH]1)C(C)C,O=C(C1COC1)N1CCCC1c1nc(-c2ccc(-c3ccc(-c4c[nH]c(C5CCCN5)n4)cc3)cc2)c[nH]1,5
,,9.82391,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2cc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)ccc2n1)C(C)C,O=C(Nc1ccc2cc(-c3ccc(-c4cnc(C5CCCN5)[nH]4)cc3)ccc2n1)C1CCCN1,-1
,,9.82,Respiratory syncytial virus,CCc1ccc(NS(C)(=O)=O)c(C(=O)N(C)[C@@H](CC)c2cc3nc(N4CC[C@H](N)C4)c(C)cn3n2)c1,O=C(NCc1cc2nc(N3CCCC3)ccn2n1)c1ccccc1,221
,BCNA,9.82,Varicella zoster virus,CCCCCc1ccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3o2)cc1,O=c1nc2oc(-c3ccccc3)cc2cn1C1CCCO1,14
,JNJ-2408068,9.82,Respiratory syncytial virus,Cc1ccc(O)c(Cn2c(NC3CCN(CCN)CC3)nc3c(C)cccc32)n1,c1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)nc1,-1
,,9.82,Dengue virus,COc1cc(NC(C(=O)N2CCc3ccc(OC(F)(F)F)cc32)c2ccc(Cl)cc2OCCCC(=O)O)cc(S(C)(=O)=O)c1,O=C(C(Nc1ccccc1)c1ccccc1)N1CCc2ccccc21,-1
,,9.81816,Hepatitis C virus,CN1CCN(C(C(=O)N2CCC[C@H]2C(=O)Nc2ccc(C#Cc3ccc(NC(=O)[C@@H]4CCCN4C(=O)C(c4ccccc4)N4CCN(C)CC4)cc3)cc2)c2ccccc2)CC1,O=C(Nc1ccc(C#Cc2ccc(NC(=O)C3CCCN3C(=O)C(c3ccccc3)N3CCNCC3)cc2)cc1)C1CCCN1C(=O)C(c1ccccc1)N1CCNCC1,-1
,,9.81531,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c5cc4F)N3c3cc(F)c(N4CCCCC4)c(F)c3)c(F)cc2[nH]1)C(C)C,c1cc2[nH]c(C3CCCN3)nc2cc1C1CCC(c2ccc3[nH]c(C4CCCN4)nc3c2)N1c1ccc(N2CCCCC2)cc1,222
,,9.81248,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@@H]1c1nc2cc([C@H]3CC[C@H](c4ccc5[nH]c([C@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)N3c3cc(F)c(N4CCCCC4)c(F)c3)ccc2[nH]1)C(C)C,c1cc2[nH]c(C3CCCN3)nc2cc1C1CCC(c2ccc3[nH]c(C4CCCN4)nc3c2)N1c1ccc(N2CCCCC2)cc1,222
,SG-85,9.81,Enterovirus,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](COC(C)(C)C)NC(=O)OCc1ccccc1,O=C(CNC(=O)OCc1ccccc1)NC(Cc1ccccc1)C(=O)NCCC1CCNC1=O,-1
,,9.80967,Hepatitis C virus,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N1[C@@H](C)CC[C@H]1c1ncc(-c2ccc3c(c2)COc2cc4c(ccc5nc([C@@H]6CC[C@H](CC)N6C(=O)[C@@H](NC(=O)OC)C6CCOCC6)[nH]c54)cc2-3)[nH]1,O=C(CC1CCOCC1)N1CCCC1c1nc2ccc3cc4c(cc3c2[nH]1)OCc1cc(-c2cnc(C3CCCN3)[nH]2)ccc1-4,214
,,9.8,Dengue virus,COc1cc(NC(C(=O)N2CCc3ccc(OC(F)(F)F)cc32)c2ccc(Cl)cc2)cc(O[C@H]2C[C@@H](C(=O)O)C2)c1,O=C(C(Nc1cccc(OC2CCC2)c1)c1ccccc1)N1CCc2ccccc21,225
,,9.8,Hepatitis C virus,COc1ncc(-c2ccc3nc(N)n(-c4ccc(N5CCOCC5)cc4)c3c2)cc1S(=O)(=O)Nc1ccccc1F,O=S(=O)(Nc1ccccc1)c1cncc(-c2ccc3ncn(-c4ccc(N5CCOCC5)cc4)c3c2)c1,224
,,9.8,Hepatitis C virus,Nc1ncc(-c2ccc3nc(N)n(-c4ccc(N5CCOCC5)cc4)c3c2)cc1S(=O)(=O)Nc1ccccc1,O=S(=O)(Nc1ccccc1)c1cncc(-c2ccc3ncn(-c4ccc(N5CCOCC5)cc4)c3c2)c1,223
DB15672,JNJ-678,9.8,Respiratory syncytial virus,CS(=O)(=O)CCCn1c(Cn2c(=O)n(CC(F)(F)F)c3ccncc32)cc2cc(Cl)ccc21,O=c1[nH]c2ccncc2n1Cc1cc2ccccc2[nH]1,15
,,9.79588,Hepatitis C virus,COc1ccc2nc(Cl)c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)nc2c1,O=C1NC2(C(=O)NS(=O)(=O)C3CC3)CC2C=CCCCCCCC(=O)N2CC(Oc3cnc4ccccc4n3)CC12,226
,,9.79588,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2cc(F)c3c(c2)OC(c2ccc(C4CC4)s2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,c1cc2c(cc1-c1cnc(C3CCCN3)[nH]1)OC(c1ccc(C3CC3)s1)n1c-2cc2cc(-c3cnc(C4CCCN4)[nH]3)ccc21,215
,,9.79588,Hepatitis C virus,CCn1ccc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3(C)CC3)NC(=O)[C@@H]3C[C@@H](Oc4cc(OC(C)C)nc5c(C)c(OC)ccc45)CN3C2=O)n1,O=C(NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(Oc3ccnc4ccccc34)CN2C1=O)c1cc[nH]n1,8
,,9.79588,Filovirus,CCOc1ccc(-n2cnc3cc(NCc4ccc(CC)cc4)cnc32)cc1,c1ccc(CNc2cnc3c(c2)ncn3-c2ccccc2)cc1,-1
,,9.79588,Hepatitis C virus,COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(-c2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@H](NC(=O)OC)c3ccccc3)cc2F)c(F)c1)c1ccccc1,O=C(Nc1ccc(-c2ccc(NC(=O)C3CCCN3C(=O)Cc3ccccc3)cc2)cc1)C1CCCN1C(=O)Cc1ccccc1,-1
,,9.79588,Filovirus,CCOc1ccc(-n2c(C(=O)O)nc3cc(NCc4ccc(CC)cc4)cnc32)cc1,c1ccc(CNc2cnc3c(c2)ncn3-c2ccccc2)cc1,-1
,,9.79588,Hepatitis B virus,CNc1cc(F)nc(N2CCc3nc(-c4ncccn4)ncc3C2C)c1,c1ccc(N2CCc3nc(-c4ncccn4)ncc3C2)nc1,-1
,,9.79588,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)Oc2ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc2S3)[nH]1)C(C)C,c1cc2c(cc1-c1cnc(C3CCCN3)[nH]1)Oc1ccc(-c3cnc(C4CCCN4)[nH]3)cc1S2,-1
